	AveExpr	Coef	t	P.value	Results	Genes.ENSEMBL	Genes.SYMBOL	Genes.TXCHROM
ENSG00000108405.3	1.57547603568604	-0.407799416838796	0	0.849578502744588	0	ENSG00000108405	P2RX1	chr17
ENSG00000108406.8	5.15016813212016	0.106070442342111	0	0.999999578964444	0	ENSG00000108406	DHX40	chr17
ENSG00000108423.13	2.85455506899202	0.0136060865696561	0	0.999999697599817	0	ENSG00000108423	TUBD1	chr17
ENSG00000108424.8	7.38522741148828	-0.125201873109069	0	0.999999771155988	0	ENSG00000108424	KPNB1	chr17
ENSG00000108433.14	3.93746314610177	0.0209522614960918	0	0.999999999097525	0	ENSG00000108433	GOSR2	chr17
ENSG00000108439.8	4.40089969337341	0.126143220245917	0	0.999887655135303	0	ENSG00000108439	PNPO	chr17
ENSG00000108443.12	4.74823428341864	-0.0618557803267015	0	0.99999769652477	0	ENSG00000108443	RPS6KB1	chr17
ENSG00000108448.19	1.88776520885531	-0.00715422523782783	0	0.999954839381363	0	ENSG00000108448	TRIM16L	chr17
ENSG00000108465.13	6.27545019339246	0.0965856885718459	0	0.998700822749195	0	ENSG00000108465	CDK5RAP3	chr17
ENSG00000108468.13	5.35982073107346	0.023264973544868	0	0.999999965431119	0	ENSG00000108468	CBX1	chr17
ENSG00000108469.13	4.23466811684006	0.135830757513005	0	0.999967662419427	0	ENSG00000108469	RECQL5	chr17
ENSG00000108474.15	2.53519552157972	0.0969841218907379	0	0.997616373353745	0	ENSG00000108474	PIGL	chr17
ENSG00000108479.10	2.75231627730689	0.311217134264288	0	0.966460915558984	0	ENSG00000108479	GALK1	chr17
ENSG00000108506.10	3.18268502459235	0.322081748812842	0	0.999163590103501	0	ENSG00000108506	INTS2	chr17
ENSG00000108509.19	5.2598671077364	-0.0053511588276649	0	0.999967323541415	0	ENSG00000108509	CAMTA2	chr17
ENSG00000108510.8	5.68651413395451	0.245413318102135	0	0.9945947393684	0	ENSG00000108510	MED13	chr17
ENSG00000108511.9	-1.98955897619934	-0.488732627278796	0	0.907812938398782	0	ENSG00000108511	HOXB6	chr17
ENSG00000108515.16	1.19891967863499	-0.192861642780983	0	0.964882136649574	0	ENSG00000108515	ENO3	chr17
ENSG00000108518.7	8.01747653113053	-0.0672942152045835	0	0.9977383201498	0	ENSG00000108518	PFN1	chr17
ENSG00000108523.14	6.32548277301329	-0.163620593949368	0	0.999937988148788	0	ENSG00000108523	RNF167	chr17
ENSG00000108528.12	5.42640550030985	0.0210913485915407	0	0.998525026775404	0	ENSG00000108528	SLC25A11	chr17
ENSG00000108551.4	5.00201999287614	0.204484094890784	0	0.978449982026707	0	ENSG00000108551	RASD1	chr17
ENSG00000108556.7	-1.601924083209	-0.419070847075361	0	0.968092127846236	0	ENSG00000108556	CHRNE	chr17
ENSG00000108557.16	4.71192931965831	0.49211279241154	0	0.974527157690426	0	ENSG00000108557	RAI1	chr17
ENSG00000108559.10	4.65337920170662	0.0937816507751172	0	0.999977010691261	0	ENSG00000108559	NUP88	chr17
ENSG00000108561.7	5.64967354871819	-0.232088036129739	0	0.99966797614989	0	ENSG00000108561	C1QBP	chr17
ENSG00000108576.8	-2.24831919222639	0.141867785037908	0	0.965759991884515	0	ENSG00000108576	SLC6A4	chr17
ENSG00000108578.13	4.11312858948849	0.17266918153557	0	0.999817506906695	0	ENSG00000108578	BLMH	chr17
ENSG00000108582.10	6.93154848958859	0.0162687710762421	0	0.99989855818423	0	ENSG00000108582	CPD	chr17
ENSG00000108587.13	5.5080892056689	0.102200415285729	0	0.99999829635477	0	ENSG00000108587	GOSR1	chr17
ENSG00000108588.12	6.89492478002387	0.00732933940700065	0	0.999999958598902	0	ENSG00000108588	CCDC47	chr17
ENSG00000108590.9	2.03155220356561	-0.220619246247307	0	0.999097555258196	0	ENSG00000108590	MED31	chr17
ENSG00000108591.8	4.53875151831824	-0.0581971522381766	0	0.999994799201064	0	ENSG00000108591	DRG2	chr17
ENSG00000108592.15	5.49776543935532	0.207651189687307	0	0.999219279499713	0	ENSG00000108592	FTSJ3	chr17
ENSG00000108599.13	4.21365151970361	0.105803691538243	0	0.9999481363957	0	ENSG00000108599	AKAP10	chr17
ENSG00000108602.16	-0.838448150943563	0.706267899379635	0	0.663078499827117	0	ENSG00000108602	ALDH3A1	chr17
ENSG00000108604.14	6.67130072588028	-0.200008042989264	0	0.999921183715088	0	ENSG00000108604	SMARCD2	chr17
ENSG00000108622.9	1.11506123984618	0.0192838209662891	0	0.999326082819955	0	ENSG00000108622	ICAM2	chr17
ENSG00000108639.6	8.37575606557992	0.00598853429629465	0	0.999688463490216	0	ENSG00000108639	SYNGR2	chr17
ENSG00000108641.13	2.93698161335078	-0.478460889442001	0	0.987861600072669	0	ENSG00000108641	B9D1	chr17
ENSG00000108651.8	4.88219904224615	-0.0751265056717472	0	0.999999987966565	0	ENSG00000108651	UTP6	chr17
ENSG00000108654.10	8.59859845436419	0.0863073992852943	0	0.999775678429132	0	ENSG00000108654	DDX5	chr17
ENSG00000108666.8	3.89950792610402	-0.00757131234426378	0	0.999999687950357	0	ENSG00000108666	C17orf75	chr17
ENSG00000108669.15	5.84197375812067	0.1205981851944	0	0.999997283222832	0	ENSG00000108669	CYTH1	chr17
ENSG00000108671.8	5.91219823948161	0.0165490154574872	0	0.999999903923526	0	ENSG00000108671	PSMD11	chr17
ENSG00000108679.11	7.2426179274405	0.50453661897264	0	0.841963378572878	0	ENSG00000108679	LGALS3BP	chr17
ENSG00000108691.8	4.13909002786694	0.872042728957108	0	0.578786474033349	0	ENSG00000108691	CCL2	chr17
ENSG00000108700.4	-2.21848990583633	0.163276070303481	0	0.945465717837993	0	ENSG00000108700	CCL8	chr17
ENSG00000108733.8	3.38105117575754	0.02145999884933	0	0.999987063080156	0	ENSG00000108733	PEX12	chr17
ENSG00000108771.11	4.27003319123373	0.371727526753148	0	0.998608050330146	0	ENSG00000108771	DHX58	chr17
ENSG00000108773.9	5.41493828235421	0.0937474096900788	0	0.999759514438542	0	ENSG00000108773	KAT2A	chr17
ENSG00000108774.13	5.75590896429445	0.0358929864356838	0	0.99999979964623	0	ENSG00000108774	RAB5C	chr17
ENSG00000108784.8	5.58134800749524	0.119560555095628	0	0.991500820127752	0	ENSG00000108784	NAGLU	chr17
ENSG00000108785.7	-1.27385047081055	0.15467823279791	0	0.992282864252407	0	ENSG00000108785	NA	NA
ENSG00000108786.9	1.32676925269512	-0.606348960119408	0	0.974041629122636	0	ENSG00000108786	HSD17B1	chr17
ENSG00000108788.10	5.0243703971546	-0.170137644260213	0	0.999999090353289	0	ENSG00000108788	MLX	chr17
ENSG00000108797.10	2.30807441823887	0.293071652026566	0	0.959447911137635	0	ENSG00000108797	CNTNAP1	chr17
ENSG00000108798.7	2.06637950203308	0.365322975732324	0	0.965880499721089	0	ENSG00000108798	ABI3	chr17
ENSG00000108799.11	4.81238265363387	0.0357181050030828	0	0.999999860305617	0	ENSG00000108799	EZH1	chr17
ENSG00000108819.10	4.99032252015605	0.146043659981008	0	0.999825202447329	0	ENSG00000108819	PPP1R9B	chr17
ENSG00000108821.12	7.45851592097027	0.329140171665084	0	0.912750878818419	0	ENSG00000108821	COL1A1	chr17
ENSG00000108823.14	2.42463854420124	-0.213250838254366	0	0.932471434295856	0	ENSG00000108823	SGCA	chr17
ENSG00000108825.16	-3.0921746753496	0.697563087411049	0	0.760968525543128	0	ENSG00000108825	PTGES3L-AARSD1	chr17
ENSG00000108826.14	4.75798219084733	-0.265608389265148	0	0.998028240956783	0	ENSG00000108826	MRPL27	chr17
ENSG00000108828.14	6.25555487871728	-0.0382523865845714	0	0.999936351695854	0	ENSG00000108828	VAT1	chr17
ENSG00000108829.9	6.72409246855604	0.0491502670972368	0	0.999918884550201	0	ENSG00000108829	LRRC59	chr17
ENSG00000108830.9	0.912162349951596	0.615431923836497	0	0.772181684303419	0	ENSG00000108830	RND2	chr17
ENSG00000108839.10	-0.369745151079763	0.204212776407947	0	0.990144519221671	0	ENSG00000108839	ALOX12	chr17
ENSG00000108840.14	5.54213766625359	0.103364549688368	0	0.999361565434503	0	ENSG00000108840	HDAC5	chr17
ENSG00000108846.14	2.54144047531429	0.698835936772319	0	0.68502833447292	0	ENSG00000108846	ABCC3	chr17
ENSG00000108848.14	6.06250712430365	0.093742813662165	0	0.999856724547373	0	ENSG00000108848	LUC7L3	chr17
ENSG00000108852.13	2.13739772223419	0.362757740435997	0	0.919463907857857	0	ENSG00000108852	MPP2	chr17
ENSG00000108854.14	5.10584124964324	0.0969007396060242	0	0.999907453683887	0	ENSG00000108854	SMURF2	chr17
ENSG00000108861.7	6.08086614409751	-0.0395761453722647	0	0.999993499280563	0	ENSG00000108861	DUSP3	chr17
ENSG00000108878.4	-1.59173966293641	0.677647453217771	0	0.676206323537936	0	ENSG00000108878	CACNG1	chr17
ENSG00000108883.11	5.53728306607656	0.101692995040658	0	0.999999107899598	0	ENSG00000108883	EFTUD2	chr17
ENSG00000108924.12	3.86647364418313	-0.0669207889088881	0	0.999386067512714	0	ENSG00000108924	HLF	chr17
ENSG00000108932.10	-0.152478293324682	-0.200161108384841	0	0.955998477678418	0	ENSG00000108932	SLC16A6	chr17
ENSG00000108946.13	7.23081573926888	-0.042602232431924	0	0.999952553354102	0	ENSG00000108946	PRKAR1A	chr17
ENSG00000108947.4	1.10100604422748	0.880537152934631	0	0.576064621712566	0	ENSG00000108947	EFNB3	chr17
ENSG00000108950.10	0.661303141457991	0.149352416960575	0	0.976512872034199	0	ENSG00000108950	FAM20A	chr17
ENSG00000108953.15	8.45720235319294	-0.17344719584491	0	0.999634176297803	0	ENSG00000108953	YWHAE	chr17
ENSG00000108958.4	-1.62910682296533	0.0274867037972362	0	0.999742732188938	0	ENSG00000108958	NA	NA
ENSG00000108960.6	2.41789731627152	0.224836296910772	0	0.999349207631278	0	ENSG00000108960	MMD	chr17
ENSG00000108961.12	3.11481092223572	-0.0582560828040237	0	0.997859091366928	0	ENSG00000108961	RANGRF	chr17
ENSG00000108963.16	4.37571816711165	0.246808848695748	0	0.996898502529024	0	ENSG00000108963	DPH1	chr17
ENSG00000108984.12	2.92238125962548	0.0374560287254821	0	0.997562844208804	0	ENSG00000108984	MAP2K6	chr17
ENSG00000109016.16	4.82795024639036	-0.0644307190777633	0	0.999245600613895	0	ENSG00000109016	DHRS7B	chr17
ENSG00000109046.13	5.58381777500514	0.253737343077426	0	0.992697372758163	0	ENSG00000109046	WSB1	chr17
ENSG00000109062.8	6.03591118044007	-0.187750787181074	0	0.996343805873364	0	ENSG00000109062	SLC9A3R1	chr17
ENSG00000109063.13	1.97933822971484	0.0259837450450819	0	0.990480762668959	0	ENSG00000109063	MYH3	chr17
ENSG00000109065.10	4.64442865719191	-0.038519705170069	0	0.99971386509697	0	ENSG00000109065	NAT9	chr17
ENSG00000109066.12	3.8036815583569	0.207280692221477	0	0.999717074505644	0	ENSG00000109066	TMEM104	chr17
ENSG00000109072.12	-1.9617416285921	0.0208609466203651	0	0.992988356878523	0	ENSG00000109072	VTN	chr17
ENSG00000109079.8	5.12862250471028	0.0595565717821334	0	0.999997041653193	0	ENSG00000109079	TNFAIP1	chr17
ENSG00000109083.12	3.97046291820716	-0.0138504164773265	0	0.999999667102604	0	ENSG00000109083	IFT20	chr17
ENSG00000109084.12	4.38510707238727	0.339116509528335	0	0.996918736291334	0	ENSG00000109084	TMEM97	chr17
ENSG00000109089.7	3.55475191320676	-0.451156686383466	0	0.920651424057504	0	ENSG00000109089	CDR2L	chr17
ENSG00000109099.12	4.13408424038543	0.0626535016725915	0	0.996191159574674	0	ENSG00000109099	PMP22	chr17
ENSG00000109101.6	-0.0530194300485462	1.10367996944965	0.190061355010551	0.425955949253668	0	ENSG00000109101	FOXN1	chr17
ENSG00000109103.10	4.20490950418617	-0.00277401122697274	0	0.999999967827283	0	ENSG00000109103	UNC119	chr17
ENSG00000109107.12	3.44280877460169	-0.0343202961209181	0	0.999163974684533	0	ENSG00000109107	ALDOC	chr17
ENSG00000109111.13	6.60161383306082	0.199859662933219	0	0.999993910781911	0	ENSG00000109111	SUPT6H	chr17
ENSG00000109113.16	4.36030114919338	0.0712292929018767	0	0.991293052269405	0	ENSG00000109113	RAB34	chr17
ENSG00000109118.12	6.42221234436119	0.0182173456416654	0	0.999980294494035	0	ENSG00000109118	PHF12	chr17
ENSG00000109133.11	6.07510199360052	0.0289777329633587	0	0.999999355327796	0	ENSG00000109133	TMEM33	chr4
ENSG00000109171.13	5.94936091263382	-0.210760942058019	0	0.999477386466408	0	ENSG00000109171	SLAIN2	chr4
ENSG00000109180.13	6.69612110026466	-0.0198312294895286	0	0.999999879975481	0	ENSG00000109180	OCIAD1	chr4
ENSG00000109182.10	5.15457360781169	-0.19747419221878	0	0.986126774233215	0	ENSG00000109182	CWH43	chr4
ENSG00000109184.13	4.21433764526593	0.0529050429082041	0	0.999999534331858	0	ENSG00000109184	DCUN1D4	chr4
ENSG00000109189.11	4.0518945943391	0.0368958119409184	0	0.99998395464904	0	ENSG00000109189	USP46	chr4
ENSG00000109205.15	-2.19981105276319	1.52748324837852	0.763462318488175	0.227426695627967	0	ENSG00000109205	ODAM	chr4
ENSG00000109220.9	3.10808430240127	-0.0658186090266852	0	0.99999564744089	0	ENSG00000109220	CHIC2	chr4
ENSG00000109265.11	0.536953961264568	0.792557246911407	0	0.656012682121061	0	ENSG00000109265	CRACD	chr4
ENSG00000109270.11	5.27023210508762	-0.172075612134882	0	0.999997454010845	0	ENSG00000109270	LAMTOR3	chr4
ENSG00000109320.10	5.31988217215528	0.466206675669278	0	0.998446632645629	0	ENSG00000109320	NFKB1	chr4
ENSG00000109321.9	-0.281593500532995	-0.0876835475364326	0	0.962976878789784	0	ENSG00000109321	AREG	chr4
ENSG00000109323.7	4.4846028605549	-0.208788290532017	0	0.999851356951953	0	ENSG00000109323	MANBA	chr4
ENSG00000109332.18	7.29523403774217	-0.0356059884930726	0	0.99999999973328	0	ENSG00000109332	UBE2D3	chr4
ENSG00000109339.17	4.5175827458379	0.316725950606686	0	0.993787771924148	0	ENSG00000109339	MAPK10	chr4
ENSG00000109381.18	4.90204228235276	0.289641544284828	0	0.999927233875654	0	ENSG00000109381	ELF2	chr4
ENSG00000109390.10	5.0770304213292	-0.234812910806682	0	0.998297216406086	0	ENSG00000109390	NDUFC1	chr4
ENSG00000109436.7	5.61751228083373	0.0298324227857156	0	0.999872574802356	0	ENSG00000109436	TBC1D9	chr4
ENSG00000109445.9	4.37673157731656	-0.187192284323437	0	0.999999592781485	0	ENSG00000109445	ZNF330	chr4
ENSG00000109452.11	4.56299709408101	0.504560292610226	0	0.880724425132093	0	ENSG00000109452	INPP4B	chr4
ENSG00000109458.7	3.55869156812563	0.224266517679446	0	0.995605069526847	0	ENSG00000109458	GAB1	chr4
ENSG00000109466.12	3.36442512960071	0.227987633201955	0	0.999846022398591	0	ENSG00000109466	KLHL2	chr4
ENSG00000109472.12	8.50009500627406	0.471007834627214	0	0.889022316887456	0	ENSG00000109472	CPE	chr4
ENSG00000109475.15	8.58173414806692	-0.467393180245091	0	0.990694060029903	0	ENSG00000109475	RPL34	chr4
ENSG00000109501.12	6.05852084542088	0.157236139522022	0	0.998028636767844	0	ENSG00000109501	WFS1	chr4
ENSG00000109519.11	4.63106979194981	-0.21564831038766	0	0.999995906961541	0	ENSG00000109519	GRPEL1	chr4
ENSG00000109534.15	3.42817178372561	0.0220699692302393	0	0.999840560947309	0	ENSG00000109534	GAR1	chr4
ENSG00000109536.10	3.58695729517203	-0.154769894712263	0	0.999998958329134	0	ENSG00000109536	FRG1	chr4
ENSG00000109572.12	6.7836559605641	0.0198646105707923	0	0.99999137578179	0	ENSG00000109572	CLCN3	chr4
ENSG00000109576.12	3.90737071317144	0.11301172195226	0	0.996560286717425	0	ENSG00000109576	AADAT	chr4
ENSG00000109586.10	7.34275186080588	0.424706252385385	0	0.977355054603288	0	ENSG00000109586	GALNT7	chr4
ENSG00000109606.11	6.32344197333248	0.148339774644263	0	0.999998974077911	0	ENSG00000109606	DHX15	chr4
ENSG00000109610.5	5.48818880802971	-0.11506582676303	0	0.962829389742132	0	ENSG00000109610	SOD3	chr4
ENSG00000109618.10	3.37085177993894	0.251065321422693	0	0.999968338110253	0	ENSG00000109618	SEPSECS	chr4
ENSG00000109625.17	-2.06174249019576	0.669298748862895	0	0.772167016628786	0	ENSG00000109625	CPZ	chr4
ENSG00000109654.13	4.96013433814341	-0.0951438163715608	0	0.991062339978757	0	ENSG00000109654	TRIM2	chr4
ENSG00000109667.10	1.06514697348017	0.422183790160246	0	0.952920520469244	0	ENSG00000109667	SLC2A9	chr4
ENSG00000109670.12	3.33568640667402	0.119904073945575	0	0.999965667781661	0	ENSG00000109670	FBXW7	chr4
ENSG00000109674.3	-1.96884324398074	0.0893867630516072	0	0.974376090378918	0	ENSG00000109674	NEIL3	chr4
ENSG00000109680.9	2.16206567136589	-0.095839848385936	0	0.999995527252359	0	ENSG00000109680	TBC1D19	chr4
ENSG00000109684.13	-1.3855210068399	0.0358567176610189	0	0.988159343668159	0	ENSG00000109684	CLNK	chr4
ENSG00000109685.16	4.98073172412528	0.0290795255185508	0	0.999986683935483	0	ENSG00000109685	NSD2	chr4
ENSG00000109686.15	5.64609078200228	0.109562112055082	0	0.99987597238823	0	ENSG00000109686	SH3D19	chr4
ENSG00000109689.13	4.84455074225626	0.132372224465511	0	0.999997459969288	0	ENSG00000109689	STIM2	chr4
ENSG00000109705.7	-2.47052142547019	-0.413282445383117	0	0.882065714976726	0	ENSG00000109705	NKX3-2	chr4
ENSG00000109736.13	5.77781107106143	0.239387223580693	0	0.989788137114436	0	ENSG00000109736	MFSD10	chr4
ENSG00000109738.9	2.08669429793773	-0.596576489795526	0	0.912799437043962	0	ENSG00000109738	GLRB	chr4
ENSG00000109743.9	-0.102018756247828	0.249340908429866	0	0.95689435147913	0	ENSG00000109743	BST1	chr4
ENSG00000109756.7	4.78927150457178	0.0532311758706117	0	0.999594026765684	0	ENSG00000109756	RAPGEF2	chr4
ENSG00000109758.7	-3.20428411924108	-0.381860321177484	0	0.845188649653479	0	ENSG00000109758	HGFAC	chr4
ENSG00000109762.14	4.80816624086035	-0.227101843196833	0	0.99795238181814	0	ENSG00000109762	SNX25	chr4
ENSG00000109771.14	1.78284987741768	-0.575800829268916	0	0.914794650315723	0	ENSG00000109771	LRP2BP	chr4
ENSG00000109775.9	4.07843426296423	-0.105048999158937	0	0.999999969307825	0	ENSG00000109775	UFSP2	chr4
ENSG00000109787.11	6.0944552365548	0.344859839863215	0	0.999168221260406	0	ENSG00000109787	KLF3	chr4
ENSG00000109790.15	4.16314851347331	0.235587008286477	0	0.991389917987557	0	ENSG00000109790	KLHL5	chr4
ENSG00000109794.12	3.07804803682139	0.138623715353114	0	0.987135090060224	0	ENSG00000109794	FAM149A	chr4
ENSG00000109805.8	0.369050074794413	0.281786965038108	0	0.920517734447192	0	ENSG00000109805	NCAPG	chr4
ENSG00000109814.10	6.22484998116879	0.190054670451715	0	0.996004676046825	0	ENSG00000109814	UGDH	chr4
ENSG00000109819.7	1.51227232809893	0.601129664753812	0	0.870333899062843	0	ENSG00000109819	PPARGC1A	chr4
ENSG00000109846.6	4.75853589130007	-0.144164865649112	0	0.965660301769355	0	ENSG00000109846	CRYAB	chr11
ENSG00000109854.12	3.81511598410673	0.104713847487055	0	0.999658007626102	0	ENSG00000109854	HTATIP2	chr11
ENSG00000109861.14	4.13623366661123	0.275323962149321	0	0.964098645177313	0	ENSG00000109861	CTSC	chr11
ENSG00000109881.15	2.87789694188019	-0.0539807167247148	0	0.999875468889519	0	ENSG00000109881	CCDC34	chr11
ENSG00000109906.12	4.41581725014329	-0.0184870296882158	0	0.997630912747475	0	ENSG00000109906	ZBTB16	chr11
ENSG00000109911.16	2.93038786125172	-0.00246463662620089	0	0.999999986697405	0	ENSG00000109911	ELP4	chr11
ENSG00000109917.9	4.51342847786802	0.169986776737298	0	0.99999815500745	0	ENSG00000109917	ZPR1	chr11
ENSG00000109919.8	5.83369294616172	-0.116562725097751	0	0.999999423409865	0	ENSG00000109919	MTCH2	chr11
ENSG00000109920.11	5.15793453853567	0.158796859882628	0	0.999228342078404	0	ENSG00000109920	FNBP4	chr11
ENSG00000109927.8	-0.0697040372197439	0.00571764340451808	0	0.999986019391855	0	ENSG00000109927	TBCEL-TECTA	NA
ENSG00000109929.8	6.776464767923	-0.248088576649453	0	0.999424915840478	0	ENSG00000109929	SC5D	chr11
ENSG00000109943.7	-1.43587591098622	0.609977992594984	0	0.736302621618424	0	ENSG00000109943	CRTAM	chr11
ENSG00000109944.9	1.79148896510113	0.0865878942145895	0	0.996272507345597	0	ENSG00000109944	JHY	chr11
ENSG00000109956.11	4.34567828256673	-0.360849077884293	0	0.965795811376928	0	ENSG00000109956	B3GAT1	chr11
ENSG00000109971.12	9.47600272520365	-0.0343494224599112	0	0.999944900535113	0	ENSG00000109971	HSPA8	chr11
ENSG00000110002.14	3.36161150274389	0.583743305749289	0	0.851371850420359	0	ENSG00000110002	VWA5A	chr11
ENSG00000110011.12	5.08007685687335	-0.215920313669722	0	0.995248319397081	0	ENSG00000110011	DNAJC4	chr11
ENSG00000110013.11	5.48032200125296	0.196199766784076	0	0.992895138516563	0	ENSG00000110013	SIAE	chr11
ENSG00000110025.11	-0.914369435464926	0.431458054592683	0	0.96324511818265	0	ENSG00000110025	SNX15	NA
ENSG00000110031.11	3.02485374587869	0.0954666165631441	0	0.990154685943913	0	ENSG00000110031	LPXN	chr11
ENSG00000110042.6	2.80202711156014	0.488346478748513	0	0.965982304605008	0	ENSG00000110042	DTX4	chr11
ENSG00000110046.11	4.80397260478428	0.227081098894854	0	0.998344697762151	0	ENSG00000110046	ATG2A	chr11
ENSG00000110047.16	4.81463460643727	0.082843169784212	0	0.999902834005854	0	ENSG00000110047	EHD1	chr11
ENSG00000110048.10	6.37604657790377	0.109915744026007	0	0.99998041360038	0	ENSG00000110048	OSBP	chr11
ENSG00000110057.6	4.17917917176477	0.374629194073537	0	0.989779630263988	0	ENSG00000110057	UNC93B1	chr11
ENSG00000110060.7	3.40011873934141	-0.150718223345251	0	0.999995329905987	0	ENSG00000110060	PUS3	chr11
ENSG00000110063.7	2.94117604596658	0.142656264568537	0	0.999665524023582	0	ENSG00000110063	DCPS	chr11
ENSG00000110066.13	5.71579024571979	-0.0595321597564045	0	0.999998773786614	0	ENSG00000110066	KMT5B	chr11
ENSG00000110074.9	4.17510189595229	-0.0161406868528662	0	0.999868354699653	0	ENSG00000110074	FOXRED1	chr11
ENSG00000110075.13	6.21793359310078	0.0172192946570213	0	0.999999988106103	0	ENSG00000110075	PPP6R3	chr11
ENSG00000110076.17	1.5495060039846	0.30920033970337	0	0.973652251982108	0	ENSG00000110076	NRXN2	chr11
ENSG00000110077.13	3.33534032309766	0.233671179498022	0	0.944022113168049	0	ENSG00000110077	MS4A6A	chr11
ENSG00000110079.15	1.50347471326482	0.129112828741246	0	0.971885268872382	0	ENSG00000110079	MS4A4A	chr11
ENSG00000110080.17	4.12213922764675	0.330991720880814	0	0.980074520271498	0	ENSG00000110080	ST3GAL4	chr11
ENSG00000110090.11	5.81629992715999	-0.49192167196726	0	0.966938371738172	0	ENSG00000110090	CPT1A	chr11
ENSG00000110092.3	7.15596290270129	0.0209866982556006	0	0.999998700593371	0	ENSG00000110092	CCND1	chr11
ENSG00000110104.10	4.88333283139691	0.450420633110904	0	0.965738806291593	0	ENSG00000110104	CCDC86	chr11
ENSG00000110107.7	7.06950313442547	0.167888143012135	0	0.998741019740352	0	ENSG00000110107	PRPF19	chr11
ENSG00000110108.8	6.41929578681267	0.160303916567755	0	0.999965179915302	0	ENSG00000110108	TMEM109	chr11
ENSG00000110148.8	-2.57363824054968	1.75409788371705	1.00058742219651	0.16476111406465	0	ENSG00000110148	CCKBR	chr11
ENSG00000110169.9	0.528046531687772	-0.176913287891302	0	0.979138893595305	0	ENSG00000110169	HPX	chr11
ENSG00000110171.17	4.09754209049746	-0.165006085971071	0	0.999955973370494	0	ENSG00000110171	TRIM3	chr11
ENSG00000110172.10	4.26048695835064	-0.0350663217182552	0	0.999899929598983	0	ENSG00000110172	CHORDC1	chr11
ENSG00000110195.10	-1.63431449702995	0.0911003471618907	0	0.962191607893716	0	ENSG00000110195	FOLR1	chr11
ENSG00000110200.7	3.40337348782345	-0.10143469700298	0	0.996270333371534	0	ENSG00000110200	ANAPC15	chr11
ENSG00000110218.7	3.36513763372066	0.024025643037092	0	0.999999836877511	0	ENSG00000110218	PANX1	chr11
ENSG00000110237.3	4.91352804275148	0.211627493505562	0	0.997783323168442	0	ENSG00000110237	ARHGEF17	chr11
ENSG00000110274.13	3.73219602280964	0.203758054485231	0	0.999989589620486	0	ENSG00000110274	CEP164	chr11
ENSG00000110315.5	5.67291948289938	-0.0925226635186025	0	0.9999443370183	0	ENSG00000110315	RNF141	chr11
ENSG00000110318.12	1.51049280249655	0.279263603439798	0	0.954942584855552	0	ENSG00000110318	CEP126	chr11
ENSG00000110321.14	8.99582264144547	0.201182606911626	0	0.999995385539057	0	ENSG00000110321	EIF4G2	chr11
ENSG00000110324.8	2.78121438203438	0.362013521479417	0	0.906968291136122	0	ENSG00000110324	IL10RA	chr11
ENSG00000110328.5	3.90975117144349	-0.075282501548553	0	0.997829279232193	0	ENSG00000110328	GALNT18	chr11
ENSG00000110330.7	5.09505940150935	0.270043909918119	0	0.999847564069392	0	ENSG00000110330	BIRC2	chr11
ENSG00000110344.8	4.85749498442326	0.344844939012738	0	0.977678175369842	0	ENSG00000110344	UBE4A	chr11
ENSG00000110367.10	6.93340067799522	-0.104069361645734	0	0.99885596113455	0	ENSG00000110367	DDX6	chr11
ENSG00000110375.2	-2.67868862282087	-0.259449050410334	0	0.956022358346686	0	ENSG00000110375	UPK2	chr11
ENSG00000110395.4	4.05733327644381	0.237161049510419	0	0.988717080204598	0	ENSG00000110395	CBL	chr11
ENSG00000110400.9	4.93838314387958	0.0472599204737953	0	0.999816327682959	0	ENSG00000110400	NECTIN1	chr11
ENSG00000110422.10	6.16485582453671	-0.0951869939056014	0	0.999432385100701	0	ENSG00000110422	HIPK3	chr11
ENSG00000110427.13	-2.36250512376506	0.317416983907195	0	0.973950367116306	0	ENSG00000110427	KIAA1549L	chr11
ENSG00000110429.12	4.87591543341482	0.0427984570776863	0	0.999999994579685	0	ENSG00000110429	FBXO3	chr11
ENSG00000110435.10	4.53372024805239	-0.0439608608745932	0	0.999999970252731	0	ENSG00000110435	PDHX	chr11
ENSG00000110436.10	0.366890336364239	-0.00982905227015884	0	0.998001322832378	0	ENSG00000110436	SLC1A2	chr11
ENSG00000110442.10	4.07972210520664	-0.161876204828926	0	0.999996647865767	0	ENSG00000110442	COMMD9	chr11
ENSG00000110446.8	2.84827696089918	0.168981874529167	0	0.989011266837931	0	ENSG00000110446	SLC15A3	chr11
ENSG00000110448.9	1.16650499197012	0.338715542879929	0	0.885890219964488	0	ENSG00000110448	CD5	chr11
ENSG00000110455.12	3.68105930439652	0.063765841473594	0	0.999498008110948	0	ENSG00000110455	ACCS	chr11
ENSG00000110492.14	6.04765231293025	0.754688179604266	0	0.709386533188943	0	ENSG00000110492	MDK	chr11
ENSG00000110497.13	4.742487908713	0.176307453101912	0	0.999998224245373	0	ENSG00000110497	AMBRA1	chr11
ENSG00000110514.17	5.61369595446175	0.0579955087994488	0	0.999997562266792	0	ENSG00000110514	MADD	chr11
ENSG00000110536.12	3.93362867012233	-0.161914696482232	0	0.999973272854865	0	ENSG00000110536	PTPMT1	chr11
ENSG00000110583.11	3.47419103857856	0.175384057194069	0	0.999915706888614	0	ENSG00000110583	NAA40	chr11
